ESTIMATE_CODE,ESTIMATE TEXT,CATEGORY CODE,CATEGORY,DATATYPE CODE,DATATYPE
590_OR,% of instructional coordinators; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of graphic designers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of merchandise displayers and window trimmers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of coaches and scouts; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of public relations specialists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of editors; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of dietitians and nutritionists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of pharmacists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of physician assistants; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of occupational therapists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of physical therapists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of dental hygienists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of psychiatric technicians; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of surgical technologists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of home health aides; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of orderlies; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of dental assistants; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of medical equipment preparers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of phlebotomists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of first-line supervisors of police and detectives; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of correctional officers and jailers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of security guards; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of chefs and head cooks; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of first-line supervisors of food preparation and serving workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of cooks, fast food; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of cooks, institution and cafeteria; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of cooks, restaurant; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of cooks, short order; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of food preparation workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of bartenders; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of combined food preparation and serving workers, including fast food; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of waiters and waitresses; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of food servers, nonrestaurant; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of dining room and cafeteria attendants and bartender helpers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of dishwashers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of hosts and hostesses, restaurant, lounge, and coffee shop; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of food preparation and serving related workers, all other; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of first-line supervisors of housekeeping and janitorial workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of first-line supervisors of landscaping, lawn service, and groundskeeping workers; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of first-line supervisors of personal service workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of nonfarm animal caretakers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of ushers, lobby attendants, and ticket takers; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of amusement and recreation attendants; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of hairdressers, hairstylists, and cosmetologists; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of childcare workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of fitness trainers and aerobics instructors; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of recreation workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of residential advisors; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of personal care and service workers, all other; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of first-line supervisors of retail sales workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of first-line supervisors of non-retail sales workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of cashiers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of counter and rental clerks; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
